Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Prod_rt,Min 
2874,popB,63,57,114,0.5,0.085,0.5
2875,popB,64,56,1,0.5,0.085,0.5
2876,popB,65,55,89,0.5,0.102,0.5
2877,popB,64,56,30,1.0,0.086,0.5
2878,popB,64,56,23,0.5,0.086,0.5
2879,popB,65,55,77,0.5,0.086,0.5
2880,popB,65,55,5,1.0,0.086,0.5
2881,popB,65,55,60,1.0,0.086,0.5
2882,popB,64,56,42,1.0,0.086,0.5
2883,popB,64,56,76,0.5,0.086,0.5
2884,popB,64,56,13,0.5,0.086,0.5
2885,popB,64,56,4,0.5,0.086,0.5
2886,popB,65,55,7,0.5,0.087,0.5
2887,popB,66,54,57,0.5,0.087,0.5
2888,popB,65,55,74,1.0,0.103,0.5
2889,popB,64,56,81,1.0,0.103,0.5
2890,popB,64,56,19,0.5,0.103,0.5
2891,popB,64,56,11,1.0,0.103,0.5
2892,popB,64,56,65,1.0,0.103,0.5
2893,popB,64,56,72,0.5,0.103,0.5
2894,popB,64,56,28,1.0,0.103,0.5
2895,popB,63,57,23,1.0,0.085,0.5
2896,popB,62,58,119,1.0,0.086,0.5
2897,popB,63,57,18,0.5,0.086,0.5
2898,popB,63,57,45,0.5,0.086,0.5
2899,popB,62,58,106,1.0,0.085,0.5
2900,popB,62,58,98,1.0,0.085,0.5
2901,popB,62,58,50,1.0,0.085,0.5
2902,popB,62,58,10,1.0,0.085,0.5
2903,popB,62,58,64,0.5,0.085,0.5
2904,popB,62,58,84,1.0,0.085,0.5
2905,popB,62,58,15,0.5,0.085,0.5
2906,popB,62,58,16,0.5,0.085,0.5
2907,popB,62,58,112,0.5,0.085,0.5
2908,popB,62,58,70,0.5,0.085,0.5
2909,popB,62,58,119,1.0,0.085,0.5
2910,popB,62,58,60,1.0,0.085,0.5
2911,popB,61,59,54,1.0,0.085,0.5
2912,popB,62,58,52,0.5,0.085,0.5
2913,popB,62,58,32,1.0,0.085,0.5
2914,popB,63,57,42,0.5,0.085,0.5
2915,popB,63,57,98,1.0,0.085,0.5
2916,popB,64,56,32,0.5,0.085,0.5
2917,popB,64,56,2,1.0,0.084,0.5
2918,popB,64,56,21,1.0,0.084,0.5
2919,popB,63,57,26,1.0,0.086,0.5
2920,popB,62,58,40,1.0,0.086,0.5
2921,popB,62,58,30,1.0,0.087,0.5
2922,popB,62,58,30,1.0,0.087,0.5
2923,popB,62,58,9,0.5,0.087,0.5
2924,popB,62,58,67,1.0,0.087,0.5
2925,popB,62,58,92,0.5,0.087,0.5
2926,popB,62,58,45,0.5,0.087,0.5
2927,popB,62,58,60,1.0,0.087,0.5
2928,popB,61,59,68,1.0,0.086,0.5
2929,popB,61,59,96,0.5,0.086,0.5
2930,popB,60,60,52,1.0,0.086,0.5
2931,popB,59,61,63,1.0,0.088,0.5
2932,popB,60,60,84,0.5,0.072,0.5
2933,popB,61,59,46,0.5,0.072,0.5
2934,popB,61,59,91,0.5,0.071,0.5
2935,popB,62,58,53,0.5,0.072,0.5
2936,popB,62,58,61,1.0,0.071,0.5
2937,popB,61,59,75,1.0,0.071,0.5
2938,popB,62,58,25,0.5,0.076,0.5
2939,popB,61,59,9,1.0,0.087,0.5
2940,popB,60,60,112,1.0,0.086,0.5
2941,popB,61,59,28,0.5,0.086,0.5
2942,popB,61,59,47,1.0,0.086,0.5
2943,popB,61,59,45,0.5,0.086,0.5
2944,popB,62,58,38,0.5,0.085,0.5
2945,popB,62,58,28,0.5,0.086,0.5
2946,popB,61,59,18,1.0,0.087,0.5
2947,popB,60,60,77,1.0,0.087,0.5
2948,popB,59,61,107,1.0,0.087,0.5
2949,popB,60,60,58,0.5,0.088,0.5
2950,popB,59,61,108,1.0,0.089,0.5
2951,popB,59,61,97,1.0,0.089,0.5
2952,popB,59,61,111,0.5,0.089,0.5
2953,popB,60,60,50,0.5,0.087,0.5
2954,popB,60,60,43,1.0,0.085,0.5
2955,popB,59,61,7,1.0,0.087,0.5
2956,popB,58,62,91,1.0,0.072,0.5
2957,popB,59,61,5,0.5,0.072,0.5
2958,popB,59,61,103,1.0,0.072,0.5
2959,popB,58,62,37,1.0,0.072,0.5
2960,popB,58,62,24,0.5,0.072,0.5
2961,popB,58,62,61,1.0,0.072,0.5
2962,popB,59,61,0,0.5,0.072,0.5
2963,popB,58,62,80,1.0,0.088,0.5
2964,popB,58,62,17,0.5,0.088,0.5
2965,popB,59,61,103,0.5,0.102,0.5
2966,popB,58,62,70,1.0,0.104,0.5
2967,popB,57,63,20,1.0,0.105,0.5
2968,popB,57,63,58,0.5,0.105,0.5
2969,popB,57,63,45,0.5,0.105,0.5
2970,popB,58,62,75,0.5,0.087,0.5
2971,popB,59,61,80,0.5,0.087,0.5
2972,popB,59,61,55,0.5,0.087,0.5
2973,popB,60,60,83,0.5,0.086,0.5
2974,popB,60,60,24,0.5,0.086,0.5
2975,popB,59,61,114,1.0,0.086,0.5
2976,popB,59,61,5,0.5,0.086,0.5
2977,popB,60,60,107,0.5,0.086,0.5
2978,popB,59,61,99,1.0,0.086,0.5
2979,popB,59,61,95,0.5,0.055,0.5
2980,popB,59,61,71,1.0,0.055,0.5
2981,popA,59,61,0,0,0.101,0.5
2982,popB,58,62,59,1.0,0.087,0.5
2983,popB,58,62,110,0.5,0.086,0.5
2984,popB,58,62,100,0.5,0.086,0.5
2985,popB,58,62,92,0.5,0.086,0.5
2986,popB,58,62,70,1.0,0.086,0.5
2987,popB,59,61,118,0.5,0.087,0.5
2988,popB,60,60,116,0.5,0.102,0.5
2989,popB,60,60,73,1.0,0.102,0.5
2990,popB,60,60,70,1.0,0.102,0.5
2991,popB,60,60,78,1.0,0.102,0.5
2992,popB,59,61,96,1.0,0.103,0.5
2993,popB,59,61,3,1.0,0.103,0.5
2994,popB,59,61,14,1.0,0.103,0.5
2995,popB,58,62,28,1.0,0.087,0.5
2996,popB,57,63,1,1.0,0.086,0.5
2997,popB,57,63,43,1.0,0.086,0.5
2998,popB,58,62,61,0.5,0.086,0.5
2999,popB,59,61,119,0.5,0.101,0.5
3000,popB,58,62,102,1.0,0.065,0.5
3001,popB,58,62,12,0.5,0.065,0.5
3002,popB,58,62,46,0.5,0.065,0.5
3003,popB,58,62,49,1.0,0.065,0.5
3004,popB,59,61,67,0.5,0.065,0.5
3005,popB,59,61,75,0.5,0.065,0.5
3006,popB,59,61,56,0.5,0.065,0.5
3007,popB,58,62,109,1.0,0.065,0.5
3008,popB,59,61,112,0.5,0.065,0.5
3009,popB,60,60,90,0.5,0.065,0.5
3010,popB,59,61,55,1.0,0.065,0.5
3011,popB,59,61,17,0.5,0.065,0.5
3012,popB,60,60,65,0.5,0.065,0.5
3013,popB,60,60,65,0.5,0.065,0.5
3014,popB,60,60,60,1.0,0.065,0.5
3015,popB,59,61,16,1.0,0.089,0.5
3016,popB,60,60,77,0.5,0.089,0.5
3017,popB,61,59,69,0.5,0.087,0.5
3018,popB,61,59,102,1.0,0.087,0.5
3019,popB,61,59,91,1.0,0.087,0.5
3020,popB,61,59,42,0.5,0.087,0.5
3021,popB,61,59,24,0.5,0.087,0.5
3022,popB,62,58,98,0.5,0.088,0.5
3023,popB,62,58,1,1.0,0.088,0.5
3024,popB,62,58,68,1.0,0.088,0.5
3025,popB,62,58,36,1.0,0.088,0.5
3026,popB,63,57,14,0.5,0.086,0.5
3027,popB,63,57,43,1.0,0.086,0.5
3028,popB,63,57,115,0.5,0.086,0.5
3029,popB,64,56,113,0.5,0.086,0.5
3030,popB,64,56,116,0.5,0.086,0.5
3031,popB,64,56,88,0.5,0.086,0.5
3032,popB,64,56,93,1.0,0.086,0.5
3033,popB,63,57,85,1.0,0.102,0.5
3034,popB,63,57,29,0.5,0.102,0.5
3035,popB,63,57,60,1.0,0.102,0.5
3036,popB,63,57,52,1.0,0.102,0.5
3037,popB,63,57,69,0.5,0.102,0.5
3038,popB,63,57,98,0.5,0.102,0.5
3039,popB,63,57,38,0.5,0.102,0.5
3040,popB,62,58,95,1.0,0.067,0.5
3041,popB,62,58,98,0.5,0.067,0.5
3042,popB,62,58,69,0.5,0.067,0.5
3043,popB,62,58,22,1.0,0.067,0.5
3044,popB,63,57,21,0.5,0.067,0.5
3045,popB,63,57,5,0.5,0.068,0.5
3046,popB,62,58,72,1.0,0.068,0.5
3047,popB,61,59,90,1.0,0.087,0.5
3048,popB,61,59,119,0.5,0.088,0.5
3049,popB,61,59,72,1.0,0.088,0.5
3050,popB,60,60,116,1.0,0.088,0.5
3051,popB,61,59,108,0.5,0.087,0.5
3052,popB,62,58,16,0.5,0.087,0.5
3053,popB,62,58,4,0.5,0.088,0.5
3054,popB,62,58,94,0.5,0.088,0.5
3055,popB,62,58,68,1.0,0.088,0.5
3056,popB,63,57,99,0.5,0.088,0.5
3057,popB,63,57,53,0.5,0.088,0.5
3058,popB,62,58,15,1.0,0.088,0.5
3059,popB,62,58,62,1.0,0.088,0.5
3060,popB,63,57,9,0.5,0.086,0.5
3061,popB,63,57,65,0.5,0.086,0.5
3062,popB,63,57,95,1.0,0.086,0.5
3063,popB,63,57,8,1.0,0.086,0.5
3064,popB,63,57,52,1.0,0.086,0.5
3065,popB,64,56,116,0.5,0.065,0.5
3066,popB,64,56,100,0.5,0.065,0.5
3067,popB,64,56,81,1.0,0.065,0.5
3068,popB,63,57,24,1.0,0.066,0.5
3069,popB,62,58,38,1.0,0.086,0.5
3070,popB,63,57,81,0.5,0.086,0.5
3071,popB,63,57,77,0.5,0.086,0.5
3072,popB,62,58,116,1.0,0.086,0.5
3073,popB,63,57,93,0.5,0.085,0.5
3074,popB,63,57,111,0.5,0.085,0.5
3075,popB,63,57,92,0.5,0.085,0.5
3076,popB,63,57,106,1.0,0.085,0.5
3077,popB,64,56,26,0.5,0.085,0.5
3078,popB,64,56,86,0.5,0.085,0.5
3079,popB,64,56,32,0.5,0.085,0.5
3080,popB,65,55,35,0.5,0.085,0.5
3081,popB,65,55,94,0.5,0.085,0.5
3082,popB,65,55,12,0.5,0.085,0.5
3083,popB,66,54,49,0.5,0.085,0.5
3084,popB,66,54,97,1.0,0.085,0.5
3085,popB,66,54,66,0.5,0.085,0.5
3086,popB,65,55,65,1.0,0.085,0.5
3087,popB,66,54,22,0.5,0.074,0.5
3088,popB,65,55,13,1.0,0.084,0.5
3089,popB,64,56,58,1.0,0.085,0.5
3090,popB,64,56,14,0.5,0.085,0.5
3091,popB,64,56,51,1.0,0.085,0.5
3092,popB,64,56,80,0.5,0.085,0.5
3093,popB,64,56,12,0.5,0.085,0.5
3094,popB,63,57,107,1.0,0.084,0.5
3095,popB,62,58,86,1.0,0.085,0.5
3096,popB,61,59,61,1.0,0.086,0.5
3097,popB,61,59,75,0.5,0.086,0.5
3098,popB,61,59,3,1.0,0.086,0.5
3099,popB,61,59,55,1.0,0.086,0.5
3100,popB,61,59,98,0.5,0.086,0.5
3101,popB,61,59,102,1.0,0.086,0.5
3102,popB,62,58,52,0.5,0.086,0.5
3103,popB,61,59,88,1.0,0.085,0.5
3104,popB,61,59,10,1.0,0.085,0.5
3105,popB,60,60,0,1.0,0.085,0.5
3106,popB,60,60,69,0.5,0.085,0.5
3107,popB,60,60,117,1.0,0.085,0.5
3108,popB,61,59,1,0.5,0.085,0.5
3109,popB,60,60,92,1.0,0.085,0.5
3110,popB,59,61,113,1.0,0.086,0.5
3111,popB,59,61,34,1.0,0.086,0.5
3112,popB,59,61,103,0.5,0.086,0.5
3113,popB,60,60,38,0.5,0.085,0.5
3114,popB,61,59,91,0.5,0.085,0.5
3115,popB,60,60,31,1.0,0.085,0.5
3116,popB,59,61,103,1.0,0.086,0.5
3117,popB,60,60,90,0.5,0.086,0.5
3118,popB,59,61,25,1.0,0.086,0.5
3119,popB,60,60,70,0.5,0.085,0.5
3120,popB,60,60,69,0.5,0.085,0.5
3121,popB,60,60,93,0.5,0.085,0.5
3122,popB,60,60,94,0.5,0.085,0.5
3123,popB,60,60,15,1.0,0.085,0.5
3124,popB,60,60,101,0.5,0.085,0.5
3125,popB,60,60,63,1.0,0.085,0.5
3126,popB,59,61,56,1.0,0.086,0.5
3127,popB,59,61,13,1.0,0.086,0.5
3128,popB,58,62,52,1.0,0.086,0.5
3129,popB,58,62,50,0.5,0.087,0.5
3130,popB,58,62,31,1.0,0.087,0.5
3131,popB,59,61,18,0.5,0.086,0.5
3132,popB,59,61,118,0.5,0.086,0.5
3133,popB,60,60,25,0.5,0.086,0.5
3134,popB,60,60,80,0.5,0.085,0.5
3135,popB,59,61,44,1.0,0.086,0.5
3136,popB,59,61,111,0.5,0.086,0.5
3137,popB,58,62,45,1.0,0.087,0.5
3138,popB,58,62,96,1.0,0.086,0.5
3139,popB,59,61,113,0.5,0.070,0.5
3140,popB,59,61,114,1.0,0.070,0.5
3141,popB,59,61,28,1.0,0.070,0.5
3142,popB,58,62,112,1.0,0.070,0.5
3143,popB,59,61,71,0.5,0.070,0.5
3144,popB,58,62,119,1.0,0.070,0.5
3145,popB,58,62,49,0.5,0.070,0.5
3146,popB,58,62,64,0.5,0.070,0.5
3147,popB,58,62,110,0.5,0.070,0.5
3148,popB,58,62,29,0.5,0.070,0.5
3149,popB,59,61,102,0.5,0.087,0.5
3150,popB,58,62,1,1.0,0.087,0.5
3151,popB,57,63,14,1.0,0.087,0.5
3152,popB,57,63,42,0.5,0.088,0.5
3153,popB,57,63,55,1.0,0.088,0.5
3154,popB,57,63,115,0.5,0.088,0.5
3155,popB,56,64,70,1.0,0.087,0.5
3156,popB,55,65,19,1.0,0.087,0.5
3157,popB,54,66,57,1.0,0.088,0.5
3158,popB,54,66,46,0.5,0.088,0.5
3159,popB,54,66,89,0.5,0.088,0.5
3160,popB,54,66,7,1.0,0.088,0.5
3161,popB,53,67,50,1.0,0.088,0.5
3162,popB,53,67,62,1.0,0.088,0.5
3163,popB,53,67,38,0.5,0.088,0.5
3164,popB,52,68,71,1.0,0.089,0.5
3165,popB,52,68,61,1.0,0.089,0.5
3166,popB,52,68,38,0.5,0.089,0.5
3167,popB,51,69,105,1.0,0.089,0.5
3168,popB,51,69,61,1.0,0.090,0.5
3169,popB,52,68,36,0.5,0.089,0.5
3170,popB,51,69,98,1.0,0.071,0.5
3171,popB,51,69,94,0.5,0.071,0.5
3172,popB,50,70,102,1.0,0.071,0.5
3173,popB,50,70,26,0.5,0.071,0.5
3174,popB,50,70,51,1.0,0.071,0.5
3175,popB,50,70,68,1.0,0.071,0.5
3176,popB,51,69,68,0.5,0.071,0.5
3177,popB,52,68,102,0.5,0.071,0.5
3178,popB,52,68,26,0.5,0.071,0.5
3179,popB,52,68,82,0.5,0.071,0.5
3180,popB,52,68,36,0.5,0.071,0.5
3181,popB,53,67,62,0.5,0.071,0.5
3182,popB,54,66,10,0.5,0.070,0.5
3183,popB,55,65,15,0.5,0.070,0.5
3184,popB,55,65,112,1.0,0.070,0.5
3185,popB,55,65,57,1.0,0.070,0.5
3186,popB,55,65,59,1.0,0.070,0.5
3187,popB,55,65,70,1.0,0.070,0.5
3188,popB,56,64,96,0.5,0.069,0.5
3189,popB,56,64,69,0.5,0.069,0.5
3190,popB,57,63,103,0.5,0.069,0.5
3191,popB,57,63,94,0.5,0.069,0.5
3192,popB,56,64,115,1.0,0.070,0.5
3193,popB,56,64,3,1.0,0.070,0.5
3194,popB,57,63,31,0.5,0.069,0.5
3195,popB,57,63,23,1.0,0.069,0.5
3196,popB,57,63,45,1.0,0.069,0.5
3197,popB,57,63,29,0.5,0.069,0.5
3198,popB,57,63,17,0.5,0.069,0.5
3199,popB,57,63,87,1.0,0.069,0.5
3200,popB,57,63,57,1.0,0.069,0.5
3201,popB,57,63,3,1.0,0.069,0.5
3202,popB,57,63,9,0.5,0.069,0.5
3203,popB,58,62,44,0.5,0.068,0.5
3204,popB,57,63,64,1.0,0.068,0.5
3205,popB,56,64,80,1.0,0.069,0.5
3206,popB,55,65,53,1.0,0.070,0.5
3207,popB,56,64,20,0.5,0.070,0.5
3208,popB,57,63,55,0.5,0.069,0.5
3209,popB,58,62,54,0.5,0.069,0.5
3210,popB,57,63,101,1.0,0.085,0.5
3211,popB,57,63,23,1.0,0.069,0.5
3212,popB,57,63,107,1.0,0.069,0.5
3213,popB,56,64,67,1.0,0.069,0.5
3214,popB,56,64,15,0.5,0.069,0.5
3215,popB,57,63,97,0.5,0.069,0.5
3216,popB,56,64,55,1.0,0.069,0.5
3217,popB,56,64,101,1.0,0.069,0.5
3218,popB,56,64,90,0.5,0.069,0.5
3219,popB,56,64,15,0.5,0.069,0.5
3220,popB,55,65,36,1.0,0.069,0.5
3221,popB,55,65,100,0.5,0.069,0.5
3222,popB,55,65,64,1.0,0.069,0.5
3223,popB,55,65,95,1.0,0.069,0.5
3224,popB,55,65,9,0.5,0.069,0.5
3225,popB,54,66,102,1.0,0.069,0.5
3226,popB,53,67,12,1.0,0.070,0.5
3227,popB,53,67,12,1.0,0.070,0.5
3228,popB,53,67,36,1.0,0.070,0.5
3229,popB,53,67,9,0.5,0.070,0.5
3230,popB,54,66,115,0.5,0.070,0.5
3231,popB,55,65,85,0.5,0.070,0.5
3232,popB,56,64,105,0.5,0.069,0.5
3233,popB,57,63,98,0.5,0.069,0.5
3234,popB,57,63,70,1.0,0.069,0.5
3235,popB,57,63,112,1.0,0.069,0.5
3236,popB,57,63,84,0.5,0.069,0.5
3237,popB,56,64,104,1.0,0.070,0.5
3238,popB,56,64,48,1.0,0.070,0.5
3239,popB,55,65,25,1.0,0.087,0.5
3240,popB,56,64,3,0.5,0.087,0.5
3241,popB,55,65,89,1.0,0.087,0.5
3242,popB,55,65,69,0.5,0.087,0.5
3243,popB,55,65,73,1.0,0.087,0.5
3244,popB,54,66,46,1.0,0.087,0.5
3245,popB,53,67,66,1.0,0.088,0.5
3246,popB,54,66,112,0.5,0.088,0.5
3247,popB,54,66,105,0.5,0.071,0.5
3248,popB,55,65,80,0.5,0.070,0.5
3249,popB,56,64,109,0.5,0.070,0.5
3250,popB,57,63,24,0.5,0.087,0.5
3251,popB,57,63,4,0.5,0.086,0.5
3252,popB,58,62,52,0.5,0.087,0.5
3253,popB,57,63,80,1.0,0.086,0.5
3254,popB,57,63,30,1.0,0.087,0.5
3255,popB,57,63,103,0.5,0.087,0.5
3256,popB,57,63,66,1.0,0.087,0.5
3257,popB,58,62,13,0.5,0.100,0.5
3258,popB,59,61,106,0.5,0.071,0.5
3259,popB,59,61,85,0.5,0.071,0.5
3260,popB,60,60,47,0.5,0.072,0.5
3261,popB,60,60,35,0.5,0.071,0.5
3262,popB,60,60,86,1.0,0.071,0.5
3263,popB,60,60,73,1.0,0.071,0.5
3264,popB,59,61,16,1.0,0.108,0.5
3265,popB,59,61,17,0.5,0.108,0.5
3266,popB,58,62,103,1.0,0.108,0.5
3267,popB,58,62,21,0.5,0.107,0.5
3268,popB,58,62,64,1.0,0.107,0.5
3269,popB,59,61,80,0.5,0.107,0.5
3270,popB,58,62,13,1.0,0.087,0.5
3271,popB,58,62,19,1.0,0.086,0.5
3272,popB,59,61,36,0.5,0.086,0.5
3273,popB,59,61,98,0.5,0.086,0.5
3274,popB,59,61,58,1.0,0.086,0.5
3275,popB,59,61,89,1.0,0.086,0.5
3276,popB,59,61,103,1.0,0.086,0.5
3277,popB,59,61,76,0.5,0.086,0.5
3278,popB,58,62,35,1.0,0.087,0.5
3279,popB,58,62,17,0.5,0.087,0.5
3280,popB,59,61,14,0.5,0.086,0.5
3281,popB,59,61,25,1.0,0.086,0.5
3282,popB,58,62,118,1.0,0.069,0.5
3283,popB,57,63,54,1.0,0.070,0.5
3284,popB,57,63,101,1.0,0.070,0.5
3285,popB,58,62,73,0.5,0.069,0.5
3286,popB,59,61,6,0.5,0.069,0.5
3287,popB,59,61,114,1.0,0.069,0.5
3288,popB,60,60,86,0.5,0.069,0.5
3289,popB,60,60,109,0.5,0.086,0.5
3290,popB,60,60,74,1.0,0.086,0.5
3291,popB,60,60,113,0.5,0.086,0.5
3292,popB,61,59,117,0.5,0.086,0.5
3293,popB,62,58,60,0.5,0.086,0.5
3294,popB,63,57,53,0.5,0.085,0.5
3295,popB,63,57,118,1.0,0.084,0.5
3296,popB,64,56,34,0.5,0.084,0.5
3297,popB,65,55,40,0.5,0.084,0.5
3298,popB,65,55,94,0.5,0.083,0.5
3299,popB,65,55,46,1.0,0.083,0.5
3300,popB,66,54,89,0.5,0.083,0.5
3301,popB,65,55,79,1.0,0.067,0.5
3302,popB,64,56,44,1.0,0.068,0.5
3303,popB,64,56,73,0.5,0.068,0.5
3304,popB,64,56,6,0.5,0.068,0.5
3305,popB,63,57,17,1.0,0.084,0.5
3306,popB,63,57,54,1.0,0.085,0.5
3307,popB,62,58,62,1.0,0.085,0.5
3308,popB,61,59,84,1.0,0.085,0.5
3309,popB,61,59,59,1.0,0.085,0.5
3310,popB,62,58,46,0.5,0.085,0.5
3311,popB,62,58,81,0.5,0.085,0.5
3312,popB,61,59,20,1.0,0.060,0.5
3313,popB,62,58,61,0.5,0.085,0.5
3314,popB,62,58,1,1.0,0.085,0.5
3315,popB,61,59,21,1.0,0.086,0.5
3316,popB,61,59,22,0.5,0.069,0.5
3317,popB,61,59,82,0.5,0.069,0.5
3318,popB,61,59,31,0.5,0.069,0.5
3319,popB,61,59,70,1.0,0.069,0.5
3320,popB,61,59,64,1.0,0.069,0.5
3321,popB,61,59,65,1.0,0.069,0.5
3322,popB,61,59,38,0.5,0.069,0.5
3323,popB,62,58,78,0.5,0.069,0.5
3324,popB,62,58,39,1.0,0.069,0.5
3325,popB,63,57,66,0.5,0.069,0.5
3326,popB,63,57,13,1.0,0.085,0.5
3327,popB,63,57,113,0.5,0.085,0.5
3328,popB,62,58,117,1.0,0.085,0.5
3329,popB,62,58,59,1.0,0.085,0.5
3330,popB,62,58,57,1.0,0.085,0.5
3331,popB,62,58,89,0.5,0.085,0.5
3332,popB,63,57,88,0.5,0.085,0.5
3333,popB,63,57,29,0.5,0.085,0.5
3334,popB,63,57,63,1.0,0.085,0.5
3335,popB,64,56,0,0.5,0.085,0.5
3336,popB,64,56,73,0.5,0.085,0.5
3337,popB,64,56,76,0.5,0.085,0.5
3338,popB,63,57,0,1.0,0.085,0.5
3339,popB,63,57,54,1.0,0.085,0.5
3340,popB,63,57,33,1.0,0.085,0.5
3341,popB,62,58,6,1.0,0.085,0.5
3342,popB,61,59,100,1.0,0.085,0.5
3343,popB,61,59,26,0.5,0.085,0.5
3344,popB,61,59,2,1.0,0.085,0.5
3345,popB,60,60,105,1.0,0.085,0.5
3346,popB,59,61,32,1.0,0.069,0.5
3347,popB,58,62,75,1.0,0.070,0.5
3348,popB,58,62,0,1.0,0.070,0.5
3349,popB,58,62,74,1.0,0.070,0.5
3350,popB,57,63,73,1.0,0.069,0.5
3351,popB,56,64,89,1.0,0.069,0.5
3352,popB,57,63,33,0.5,0.070,0.5
3353,popB,57,63,119,1.0,0.070,0.5
3354,popB,58,62,87,0.5,0.069,0.5
3355,popB,58,62,7,1.0,0.069,0.5
3356,popB,59,61,92,0.5,0.069,0.5
3357,popB,58,62,24,1.0,0.070,0.5
3358,popB,58,62,43,1.0,0.070,0.5
3359,popB,59,61,114,0.5,0.070,0.5
3360,popB,59,61,116,1.0,0.070,0.5
3361,popB,59,61,57,1.0,0.070,0.5
3362,popB,59,61,64,1.0,0.070,0.5
3363,popB,59,61,35,1.0,0.070,0.5
3364,popB,59,61,62,1.0,0.070,0.5
3365,popB,58,62,77,1.0,0.070,0.5
3366,popB,58,62,77,1.0,0.070,0.5
3367,popB,59,61,117,0.5,0.070,0.5
3368,popB,59,61,1,1.0,0.070,0.5
3369,popB,58,62,53,1.0,0.070,0.5
3370,popB,58,62,101,1.0,0.070,0.5
3371,popB,57,63,83,1.0,0.070,0.5
3372,popB,57,63,37,1.0,0.070,0.5
3373,popB,57,63,54,1.0,0.070,0.5
3374,popB,56,64,80,1.0,0.071,0.5
3375,popB,57,63,48,0.5,0.070,0.5
3376,popB,57,63,99,0.5,0.070,0.5
3377,popB,56,64,114,1.0,0.070,0.5
3378,popB,55,65,49,1.0,0.071,0.5
3379,popB,54,66,9,1.0,0.071,0.5
3380,popB,53,67,48,1.0,0.072,0.5
3381,popB,53,67,42,0.5,0.072,0.5
3382,popB,52,68,5,1.0,0.072,0.5
3383,popB,52,68,84,1.0,0.072,0.5
3384,popB,53,67,75,0.5,0.072,0.5
3385,popB,52,68,31,1.0,0.072,0.5
3386,popB,52,68,106,0.5,0.071,0.5
3387,popB,53,67,103,0.5,0.071,0.5
3388,popB,52,68,81,1.0,0.063,0.5
3389,popB,52,68,107,1.0,0.071,0.5
3390,popB,52,68,119,1.0,0.071,0.5
3391,popB,51,69,66,1.0,0.071,0.5
3392,popB,51,69,73,1.0,0.072,0.5
3393,popB,52,68,74,0.5,0.071,0.5
3394,popB,52,68,51,1.0,0.071,0.5
3395,popB,53,67,30,0.5,0.071,0.5
3396,popB,53,67,94,0.5,0.071,0.5
3397,popB,54,66,62,0.5,0.071,0.5
3398,popB,53,67,85,1.0,0.071,0.5
3399,popB,53,67,102,1.0,0.071,0.5
3400,popB,54,66,0,0.5,0.071,0.5
3401,popB,55,65,101,0.5,0.070,0.5
3402,popB,56,64,104,0.5,0.070,0.5
3403,popB,57,63,55,0.5,0.071,0.5
3404,popB,58,62,58,0.5,0.070,0.5
3405,popB,58,62,21,1.0,0.070,0.5
3406,popB,59,61,2,0.5,0.070,0.5
3407,popB,60,60,48,0.5,0.070,0.5
3408,popB,59,61,18,1.0,0.061,0.5
3409,popB,58,62,26,1.0,0.070,0.5
3410,popB,57,63,99,1.0,0.069,0.5
3411,popB,58,62,25,0.5,0.070,0.5
3412,popB,58,62,116,1.0,0.070,0.5
3413,popB,59,61,50,0.5,0.070,0.5
3414,popB,58,62,69,1.0,0.069,0.5
3415,popB,57,63,115,1.0,0.062,0.5
3416,popB,57,63,21,1.0,0.070,0.5
3417,popB,56,64,104,1.0,0.070,0.5
3418,popB,55,65,60,1.0,0.071,0.5
3419,popB,55,65,99,1.0,0.071,0.5
3420,popB,56,64,43,0.5,0.071,0.5
3421,popB,56,64,60,1.0,0.070,0.5
3422,popB,55,65,97,1.0,0.071,0.5
3423,popB,55,65,42,0.5,0.070,0.5
3424,popB,54,66,62,1.0,0.071,0.5
3425,popB,55,65,105,0.5,0.071,0.5
3426,popB,56,64,95,0.5,0.070,0.5
3427,popB,57,63,39,0.5,0.070,0.5
3428,popB,56,64,109,1.0,0.070,0.5
3429,popB,56,64,42,0.5,0.070,0.5
3430,popB,57,63,104,0.5,0.070,0.5
3431,popB,57,63,53,1.0,0.070,0.5
3432,popB,56,64,74,1.0,0.070,0.5
3433,popB,57,63,21,0.5,0.070,0.5
3434,popB,57,63,85,1.0,0.071,0.5
3435,popB,57,63,2,0.5,0.071,0.5
3436,popB,56,64,96,1.0,0.072,0.5
3437,popB,55,65,39,1.0,0.071,0.5
3438,popB,54,66,78,1.0,0.071,0.5
3439,popB,54,66,93,0.5,0.071,0.5
3440,popB,53,67,58,1.0,0.072,0.5
3441,popB,54,66,53,0.5,0.072,0.5
3442,popB,54,66,99,1.0,0.071,0.5
3443,popB,54,66,27,0.5,0.071,0.5
3444,popB,55,65,116,0.5,0.071,0.5
3445,popB,55,65,93,0.5,0.070,0.5
3446,popB,56,64,35,0.5,0.087,0.5
3447,popB,55,65,27,1.0,0.087,0.5
3448,popB,55,65,30,0.5,0.088,0.5
3449,popB,54,66,40,1.0,0.087,0.5
3450,popB,54,66,79,1.0,0.063,0.5
3451,popB,54,66,18,1.0,0.063,0.5
3452,popB,54,66,13,1.0,0.063,0.5
3453,popB,54,66,49,1.0,0.063,0.5
3454,popB,55,65,26,0.5,0.062,0.5
