Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Prod_rt,Min 
2875,popB,58,62,87,1.0,0.084,1.0
2876,popB,58,62,44,0.5,0.084,1.0
2877,popB,57,63,114,0.5,0.084,1.0
2878,popB,56,64,98,0.5,0.045,1.0
2879,popB,56,64,97,0.5,0.045,1.0
2880,popB,56,64,13,1.0,0.045,1.0
2881,popB,57,63,44,1.0,0.045,1.0
2882,popB,56,64,86,0.5,0.054,1.0
2883,popA,56,64,0,0,0.097,1.0
2884,popA,56,64,0,0,0.092,1.0
2885,popA,56,64,0,0,0.092,1.0
2886,popB,56,64,98,0.5,0.053,1.0
2887,popA,56,64,0,0,0.094,1.0
2888,popA,56,64,0,0,0.092,1.0
2889,popA,56,64,0,0,0.079,1.0
2890,popA,56,64,0,0,0.092,1.0
2891,popA,56,64,0,0,0.092,1.0
2892,popA,56,64,0,0,0.092,1.0
2893,popB,56,64,30,0.5,0.053,1.0
2894,popB,56,64,55,1.0,0.053,1.0
2895,popB,56,64,60,0.5,0.053,1.0
2896,popB,56,64,46,1.0,0.053,1.0
2897,popB,55,65,43,0.5,0.057,1.0
2898,popB,55,65,97,0.5,0.056,1.0
2899,popB,55,65,89,1.0,0.056,1.0
2900,popA,55,65,0,0,0.085,1.0
2901,popB,55,65,32,0.5,0.056,1.0
2902,popB,56,64,4,1.0,0.056,1.0
2903,popA,56,64,0,0,0.095,1.0
2904,popB,57,63,20,1.0,0.045,1.0
2905,popB,56,64,71,0.5,0.045,1.0
2906,popB,57,63,22,1.0,0.045,1.0
2907,popB,56,64,50,0.5,0.045,1.0
2908,popB,56,64,16,0.5,0.045,1.0
2909,popB,57,63,110,1.0,0.045,1.0
2910,popB,58,62,49,1.0,0.045,1.0
2911,popB,58,62,30,0.5,0.045,1.0
2912,popB,58,62,23,1.0,0.045,1.0
2913,popB,59,61,118,1.0,0.051,1.0
2914,popB,58,62,55,0.5,0.083,1.0
2915,popB,58,62,114,0.5,0.083,1.0
2916,popB,58,62,32,0.5,0.083,1.0
2917,popB,58,62,44,1.0,0.083,1.0
2918,popB,57,63,76,0.5,0.083,1.0
2919,popB,57,63,53,0.5,0.083,1.0
2920,popB,57,63,52,1.0,0.083,1.0
2921,popB,58,62,0,1.0,0.083,1.0
2922,popB,57,63,105,0.5,0.050,1.0
2923,popB,57,63,59,0.5,0.050,1.0
2924,popB,57,63,83,0.5,0.050,1.0
2925,popB,56,64,80,0.5,0.050,1.0
2926,popB,57,63,24,1.0,0.049,1.0
2927,popB,57,63,25,1.0,0.049,1.0
2928,popB,56,64,85,0.5,0.049,1.0
2929,popB,56,64,108,1.0,0.049,1.0
2930,popB,57,63,64,1.0,0.050,1.0
2931,popB,56,64,39,0.5,0.050,1.0
2932,popB,56,64,93,0.5,0.049,1.0
2933,popB,56,64,61,0.5,0.049,1.0
2934,popB,56,64,56,0.5,0.049,1.0
2935,popB,56,64,56,0.5,0.049,1.0
2936,popB,55,65,33,0.5,0.082,1.0
2937,popB,54,66,87,0.5,0.082,1.0
2938,popB,53,67,22,0.5,0.082,1.0
2939,popB,52,68,104,0.5,0.081,1.0
2940,popB,53,67,33,1.0,0.081,1.0
2941,popB,52,68,73,0.5,0.081,1.0
2942,popB,53,67,37,1.0,0.082,1.0
2943,popB,53,67,104,0.5,0.082,1.0
2944,popB,54,66,56,1.0,0.083,1.0
2945,popB,53,67,89,0.5,0.083,1.0
2946,popB,54,66,73,1.0,0.083,1.0
2947,popB,54,66,117,0.5,0.083,1.0
2948,popB,53,67,14,0.5,0.083,1.0
2949,popB,52,68,18,0.5,0.084,1.0
2950,popB,51,69,3,0.5,0.083,1.0
2951,popA,51,69,0,0,0.077,1.0
2952,popB,52,68,9,1.0,0.085,1.0
2953,popB,52,68,97,0.5,0.055,1.0
2954,popB,53,67,22,1.0,0.082,1.0
2955,popB,52,68,72,0.5,0.082,1.0
2956,popB,52,68,88,1.0,0.082,1.0
2957,popB,53,67,114,1.0,0.045,1.0
2958,popB,53,67,83,0.5,0.082,1.0
2959,popB,54,66,89,1.0,0.082,1.0
2960,popB,54,66,73,1.0,0.083,1.0
2961,popB,54,66,61,0.5,0.083,1.0
2962,popB,55,65,34,1.0,0.083,1.0
2963,popB,54,66,47,0.5,0.083,1.0
2964,popB,54,66,5,1.0,0.083,1.0
2965,popB,55,65,97,1.0,0.045,1.0
2966,popB,55,65,63,1.0,0.045,1.0
2967,popB,56,64,17,1.0,0.045,1.0
2968,popB,56,64,26,0.5,0.083,1.0
2969,popB,56,64,78,1.0,0.083,1.0
2970,popB,55,65,96,0.5,0.084,1.0
2971,popB,54,66,110,0.5,0.082,1.0
2972,popB,55,65,98,1.0,0.067,1.0
2973,popB,55,65,113,1.0,0.067,1.0
2974,popB,55,65,113,1.0,0.067,1.0
2975,popB,56,64,41,1.0,0.084,1.0
2976,popB,55,65,56,0.5,0.083,1.0
2977,popB,55,65,37,1.0,0.083,1.0
2978,popB,55,65,22,1.0,0.083,1.0
2979,popB,56,64,74,1.0,0.084,1.0
2980,popB,57,63,2,1.0,0.068,1.0
2981,popB,57,63,110,0.5,0.068,1.0
2982,popB,58,62,60,1.0,0.068,1.0
2983,popB,58,62,88,1.0,0.069,1.0
2984,popB,58,62,77,1.0,0.069,1.0
2985,popB,58,62,97,1.0,0.069,1.0
2986,popB,58,62,73,1.0,0.069,1.0
2987,popB,59,61,80,1.0,0.069,1.0
2988,popB,60,60,71,1.0,0.069,1.0
2989,popB,59,61,42,0.5,0.068,1.0
2990,popB,59,61,75,0.5,0.068,1.0
2991,popB,60,60,68,1.0,0.068,1.0
2992,popB,60,60,105,0.5,0.069,1.0
2993,popB,59,61,19,0.5,0.069,1.0
2994,popB,59,61,99,1.0,0.068,1.0
2995,popB,60,60,100,1.0,0.046,1.0
2996,popB,60,60,60,1.0,0.085,1.0
2997,popB,61,59,93,1.0,0.084,1.0
2998,popB,60,60,33,0.5,0.069,1.0
2999,popB,59,61,74,0.5,0.084,1.0
3000,popB,59,61,39,0.5,0.084,1.0
3001,popB,59,61,72,0.5,0.084,1.0
3002,popB,60,60,87,1.0,0.084,1.0
3003,popB,60,60,90,0.5,0.084,1.0
3004,popB,59,61,113,0.5,0.084,1.0
3005,popB,58,62,95,0.5,0.084,1.0
3006,popB,57,63,45,0.5,0.068,1.0
3007,popB,56,64,21,0.5,0.067,1.0
3008,popB,57,63,69,1.0,0.084,1.0
3009,popB,56,64,87,0.5,0.083,1.0
3010,popB,55,65,64,0.5,0.082,1.0
3011,popB,55,65,15,0.5,0.083,1.0
3012,popB,55,65,41,1.0,0.083,1.0
3013,popB,54,66,84,0.5,0.082,1.0
3014,popB,55,65,103,1.0,0.082,1.0
3015,popB,55,65,91,0.5,0.083,1.0
3016,popB,55,65,72,0.5,0.083,1.0
3017,popB,55,65,33,0.5,0.083,1.0
3018,popB,54,66,77,0.5,0.083,1.0
3019,popB,55,65,76,1.0,0.083,1.0
3020,popB,54,66,89,0.5,0.083,1.0
3021,popB,53,67,48,0.5,0.066,1.0
3022,popB,52,68,13,0.5,0.084,1.0
3023,popB,53,67,117,1.0,0.085,1.0
3024,popB,53,67,84,0.5,0.085,1.0
3025,popB,53,67,67,0.5,0.085,1.0
3026,popB,52,68,103,0.5,0.083,1.0
3027,popB,52,68,64,0.5,0.083,1.0
3028,popB,53,67,62,1.0,0.083,1.0
3029,popB,53,67,106,1.0,0.084,1.0
3030,popB,54,66,111,1.0,0.084,1.0
3031,popB,53,67,63,0.5,0.084,1.0
3032,popB,52,68,46,0.5,0.083,1.0
3033,popB,52,68,22,1.0,0.083,1.0
3034,popB,52,68,5,1.0,0.083,1.0
3035,popB,51,69,80,0.5,0.083,1.0
3036,popB,52,68,64,1.0,0.083,1.0
3037,popB,52,68,86,0.5,0.083,1.0
3038,popB,51,69,24,0.5,0.082,1.0
3039,popB,50,70,76,0.5,0.082,1.0
3040,popB,50,70,22,1.0,0.082,1.0
3041,popB,50,70,28,0.5,0.082,1.0
3042,popB,50,70,39,0.5,0.082,1.0
3043,popB,50,70,99,1.0,0.082,1.0
3044,popB,50,70,40,1.0,0.082,1.0
3045,popB,50,70,116,0.5,0.082,1.0
3046,popB,50,70,36,1.0,0.082,1.0
3047,popB,50,70,25,1.0,0.082,1.0
3048,popB,50,70,71,1.0,0.082,1.0
3049,popB,50,70,1,0.5,0.082,1.0
3050,popB,50,70,99,1.0,0.082,1.0
3051,popB,49,71,114,0.5,0.082,1.0
3052,popB,49,71,100,1.0,0.082,1.0
3053,popB,49,71,107,0.5,0.082,1.0
3054,popB,49,71,19,0.5,0.082,1.0
3055,popB,49,71,52,1.0,0.082,1.0
3056,popB,49,71,32,0.5,0.082,1.0
3057,popB,49,71,75,0.5,0.082,1.0
3058,popB,49,71,59,0.5,0.082,1.0
3059,popB,50,70,65,1.0,0.082,1.0
3060,popB,51,69,18,1.0,0.097,1.0
3061,popB,52,68,46,1.0,0.098,1.0
3062,popB,53,67,89,1.0,0.098,1.0
3063,popB,54,66,31,1.0,0.099,1.0
3064,popB,54,66,26,0.5,0.099,1.0
3065,popB,53,67,119,0.5,0.100,1.0
3066,popB,53,67,4,1.0,0.100,1.0
3067,popB,52,68,93,0.5,0.084,1.0
3068,popB,53,67,105,1.0,0.100,1.0
3069,popB,54,66,14,1.0,0.101,1.0
3070,popB,54,66,56,0.5,0.101,1.0
3071,popB,53,67,92,0.5,0.084,1.0
3072,popB,54,66,107,1.0,0.084,1.0
3073,popB,55,65,57,1.0,0.084,1.0
3074,popB,56,64,94,1.0,0.085,1.0
3075,popB,55,65,40,0.5,0.084,1.0
3076,popB,54,66,105,0.5,0.084,1.0
3077,popB,53,67,68,0.5,0.085,1.0
3078,popB,54,66,80,1.0,0.084,1.0
3079,popB,55,65,50,1.0,0.083,1.0
3080,popB,56,64,96,1.0,0.084,1.0
3081,popB,57,63,119,1.0,0.084,1.0
3082,popB,56,64,18,0.5,0.084,1.0
3083,popB,56,64,6,1.0,0.084,1.0
3084,popB,55,65,25,0.5,0.084,1.0
3085,popB,55,65,77,0.5,0.084,1.0
3086,popB,54,66,17,0.5,0.084,1.0
3087,popB,54,66,16,0.5,0.084,1.0
3088,popB,54,66,107,1.0,0.084,1.0
3089,popB,54,66,20,1.0,0.084,1.0
3090,popB,54,66,85,0.5,0.084,1.0
3091,popB,55,65,109,1.0,0.084,1.0
3092,popB,55,65,10,1.0,0.083,1.0
3093,popB,55,65,18,0.5,0.083,1.0
3094,popB,54,66,108,0.5,0.084,1.0
3095,popB,53,67,41,0.5,0.083,1.0
3096,popB,54,66,41,1.0,0.083,1.0
3097,popB,54,66,31,1.0,0.084,1.0
3098,popB,55,65,95,1.0,0.083,1.0
3099,popB,55,65,0,1.0,0.084,1.0
3100,popB,56,64,26,1.0,0.084,1.0
3101,popB,56,64,100,1.0,0.084,1.0
3102,popB,55,65,97,0.5,0.083,1.0
3103,popB,56,64,116,1.0,0.084,1.0
3104,popB,56,64,71,1.0,0.084,1.0
3105,popB,56,64,102,1.0,0.084,1.0
3106,popB,57,63,75,1.0,0.084,1.0
3107,popB,56,64,62,0.5,0.084,1.0
3108,popB,57,63,113,1.0,0.085,1.0
3109,popB,57,63,17,0.5,0.085,1.0
3110,popB,58,62,40,1.0,0.085,1.0
3111,popB,59,61,77,1.0,0.076,1.0
3112,popB,58,62,95,0.5,0.075,1.0
3113,popB,59,61,92,1.0,0.078,1.0
3114,popB,58,62,14,0.5,0.085,1.0
3115,popB,59,61,115,1.0,0.084,1.0
3116,popB,58,62,78,0.5,0.075,1.0
3117,popB,58,62,54,0.5,0.075,1.0
3118,popB,57,63,60,0.5,0.073,1.0
3119,popB,56,64,80,0.5,0.072,1.0
3120,popB,55,65,46,0.5,0.082,1.0
3121,popB,56,64,101,1.0,0.082,1.0
3122,popB,56,64,67,0.5,0.082,1.0
3123,popB,56,64,49,1.0,0.082,1.0
3124,popB,56,64,55,0.5,0.082,1.0
3125,popB,57,63,30,1.0,0.083,1.0
3126,popB,57,63,111,1.0,0.083,1.0
3127,popB,58,62,61,1.0,0.083,1.0
3128,popB,57,63,7,0.5,0.083,1.0
3129,popB,57,63,48,0.5,0.083,1.0
3130,popB,56,64,96,0.5,0.083,1.0
3131,popB,55,65,101,0.5,0.083,1.0
3132,popB,55,65,70,0.5,0.083,1.0
3133,popB,54,66,36,0.5,0.083,1.0
3134,popB,55,65,67,1.0,0.083,1.0
3135,popB,54,66,34,0.5,0.100,1.0
3136,popB,55,65,12,1.0,0.085,1.0
3137,popB,56,64,97,1.0,0.086,1.0
3138,popB,56,64,31,1.0,0.085,1.0
3139,popB,57,63,8,1.0,0.086,1.0
3140,popB,56,64,89,0.5,0.086,1.0
3141,popB,56,64,104,0.5,0.086,1.0
3142,popB,56,64,6,1.0,0.086,1.0
3143,popB,56,64,78,0.5,0.086,1.0
3144,popB,56,64,64,1.0,0.086,1.0
3145,popB,57,63,34,1.0,0.086,1.0
3146,popB,56,64,37,0.5,0.086,1.0
3147,popB,56,64,74,0.5,0.086,1.0
3148,popB,56,64,46,0.5,0.086,1.0
3149,popB,56,64,4,1.0,0.086,1.0
3150,popB,56,64,14,0.5,0.086,1.0
3151,popB,56,64,114,0.5,0.086,1.0
3152,popB,55,65,40,0.5,0.084,1.0
3153,popB,55,65,28,0.5,0.084,1.0
3154,popB,55,65,83,0.5,0.084,1.0
3155,popB,55,65,29,0.5,0.084,1.0
3156,popB,55,65,37,0.5,0.084,1.0
3157,popB,56,64,108,1.0,0.085,1.0
3158,popB,56,64,13,0.5,0.085,1.0
3159,popB,56,64,73,1.0,0.085,1.0
3160,popB,57,63,62,1.0,0.085,1.0
3161,popB,56,64,57,0.5,0.085,1.0
3162,popB,57,63,43,1.0,0.086,1.0
3163,popB,56,64,88,0.5,0.086,1.0
3164,popB,56,64,72,0.5,0.085,1.0
3165,popB,57,63,37,1.0,0.086,1.0
3166,popB,58,62,104,1.0,0.086,1.0
3167,popB,59,61,84,1.0,0.086,1.0
3168,popB,59,61,84,1.0,0.087,1.0
3169,popB,58,62,116,0.5,0.102,1.0
3170,popB,58,62,51,0.5,0.102,1.0
3171,popB,58,62,109,1.0,0.102,1.0
3172,popB,57,63,113,0.5,0.101,1.0
3173,popB,58,62,45,1.0,0.103,1.0
3174,popB,57,63,9,0.5,0.101,1.0
3175,popB,58,62,78,1.0,0.102,1.0
3176,popB,57,63,118,0.5,0.081,1.0
3177,popB,58,62,48,1.0,0.068,1.0
3178,popB,59,61,14,1.0,0.107,1.0
3179,popB,59,61,86,0.5,0.107,1.0
3180,popB,59,61,115,1.0,0.107,1.0
3181,popB,60,60,9,1.0,0.073,1.0
3182,popB,60,60,37,1.0,0.072,1.0
3183,popB,59,61,67,0.5,0.056,1.0
3184,popB,59,61,51,0.5,0.058,1.0
3185,popB,60,60,56,1.0,0.058,1.0
3186,popB,61,59,42,1.0,0.102,1.0
3187,popB,60,60,102,0.5,0.069,1.0
3188,popB,60,60,28,0.5,0.068,1.0
3189,popB,60,60,11,1.0,0.068,1.0
3190,popB,60,60,32,0.5,0.068,1.0
3191,popB,60,60,113,0.5,0.068,1.0
3192,popB,61,59,85,1.0,0.069,1.0
3193,popB,61,59,63,0.5,0.067,1.0
3194,popB,61,59,87,0.5,0.067,1.0
3195,popB,62,58,13,1.0,0.067,1.0
3196,popB,62,58,54,0.5,0.067,1.0
3197,popB,61,59,71,0.5,0.067,1.0
3198,popB,61,59,61,1.0,0.069,1.0
3199,popB,62,58,15,1.0,0.070,1.0
3200,popB,61,59,14,0.5,0.069,1.0
3201,popB,61,59,32,0.5,0.069,1.0
3202,popB,61,59,57,0.5,0.069,1.0
3203,popB,60,60,66,0.5,0.069,1.0
3204,popB,61,59,89,1.0,0.069,1.0
3205,popB,60,60,15,0.5,0.068,1.0
3206,popB,60,60,101,0.5,0.068,1.0
3207,popB,60,60,8,1.0,0.068,1.0
3208,popB,60,60,69,1.0,0.068,1.0
3209,popB,60,60,75,1.0,0.068,1.0
3210,popB,61,59,66,1.0,0.068,1.0
3211,popB,61,59,56,1.0,0.047,1.0
3212,popB,61,59,16,0.5,0.047,1.0
3213,popB,62,58,55,1.0,0.047,1.0
3214,popB,62,58,22,1.0,0.059,1.0
3215,popB,62,58,9,1.0,0.059,1.0
3216,popB,63,57,80,1.0,0.059,1.0
3217,popB,63,57,85,1.0,0.060,1.0
3218,popB,63,57,118,0.5,0.060,1.0
3219,popB,63,57,8,1.0,0.060,1.0
3220,popB,63,57,6,1.0,0.060,1.0
3221,popB,63,57,27,0.5,0.060,1.0
3222,popB,63,57,16,0.5,0.060,1.0
3223,popB,63,57,98,1.0,0.060,1.0
3224,popB,64,56,105,1.0,0.077,1.0
3225,popB,64,56,32,0.5,0.077,1.0
3226,popB,64,56,102,0.5,0.077,1.0
3227,popB,63,57,42,0.5,0.077,1.0
3228,popB,62,58,98,0.5,0.069,1.0
3229,popB,61,59,5,0.5,0.069,1.0
3230,popB,60,60,2,0.5,0.069,1.0
3231,popB,61,59,116,1.0,0.069,1.0
3232,popB,62,58,3,1.0,0.069,1.0
3233,popB,63,57,35,1.0,0.068,1.0
3234,popB,62,58,111,0.5,0.068,1.0
3235,popB,62,58,33,0.5,0.068,1.0
3236,popB,62,58,102,0.5,0.068,1.0
3237,popB,63,57,60,1.0,0.069,1.0
3238,popB,64,56,32,1.0,0.059,1.0
3239,popB,63,57,45,0.5,0.059,1.0
3240,popB,62,58,0,0.5,0.070,1.0
3241,popB,62,58,59,0.5,0.070,1.0
3242,popB,63,57,70,1.0,0.070,1.0
3243,popB,64,56,19,1.0,0.070,1.0
3244,popB,63,57,4,0.5,0.071,1.0
3245,popB,62,58,66,0.5,0.070,1.0
3246,popB,62,58,3,1.0,0.070,1.0
3247,popB,61,59,60,0.5,0.070,1.0
3248,popB,60,60,41,0.5,0.070,1.0
3249,popB,60,60,103,0.5,0.069,1.0
3250,popB,60,60,99,1.0,0.069,1.0
3251,popB,60,60,55,1.0,0.069,1.0
3252,popB,61,59,45,1.0,0.069,1.0
3253,popB,61,59,53,0.5,0.070,1.0
3254,popB,60,60,89,0.5,0.069,1.0
3255,popB,60,60,32,1.0,0.069,1.0
3256,popB,61,59,17,1.0,0.070,1.0
3257,popB,62,58,41,1.0,0.070,1.0
3258,popB,63,57,91,1.0,0.070,1.0
3259,popB,63,57,88,0.5,0.075,1.0
3260,popB,62,58,78,0.5,0.060,1.0
3261,popB,62,58,67,0.5,0.070,1.0
3262,popB,62,58,92,1.0,0.070,1.0
3263,popB,62,58,37,1.0,0.070,1.0
3264,popB,61,59,119,0.5,0.070,1.0
3265,popB,61,59,14,0.5,0.070,1.0
3266,popB,61,59,66,0.5,0.070,1.0
3267,popB,60,60,35,0.5,0.069,1.0
3268,popB,60,60,106,1.0,0.069,1.0
3269,popB,60,60,46,0.5,0.069,1.0
3270,popB,60,60,81,0.5,0.069,1.0
3271,popB,59,61,41,0.5,0.069,1.0
3272,popB,60,60,25,1.0,0.070,1.0
3273,popB,61,59,33,1.0,0.087,1.0
3274,popB,62,58,98,1.0,0.087,1.0
3275,popB,61,59,116,0.5,0.086,1.0
3276,popB,61,59,49,1.0,0.086,1.0
3277,popB,61,59,57,0.5,0.086,1.0
3278,popB,62,58,7,1.0,0.087,1.0
3279,popB,63,57,27,1.0,0.087,1.0
3280,popB,62,58,107,0.5,0.044,1.0
3281,popB,62,58,14,0.5,0.044,1.0
3282,popB,62,58,1,0.5,0.044,1.0
3283,popB,61,59,8,0.5,0.086,1.0
3284,popB,60,60,108,0.5,0.086,1.0
3285,popB,60,60,115,1.0,0.086,1.0
3286,popB,60,60,83,0.5,0.086,1.0
3287,popB,59,61,55,0.5,0.085,1.0
3288,popB,59,61,63,0.5,0.085,1.0
3289,popB,60,60,29,1.0,0.085,1.0
3290,popB,61,59,57,1.0,0.086,1.0
3291,popB,62,58,35,1.0,0.044,1.0
3292,popB,63,57,81,1.0,0.070,1.0
3293,popB,63,57,0,0.5,0.071,1.0
3294,popB,63,57,100,1.0,0.071,1.0
3295,popB,63,57,96,0.5,0.071,1.0
3296,popB,62,58,6,0.5,0.071,1.0
3297,popB,62,58,17,1.0,0.071,1.0
3298,popB,62,58,100,1.0,0.071,1.0
3299,popB,62,58,34,1.0,0.071,1.0
3300,popB,62,58,64,1.0,0.071,1.0
3301,popB,63,57,111,1.0,0.071,1.0
3302,popB,63,57,21,0.5,0.071,1.0
3303,popB,62,58,94,0.5,0.070,1.0
3304,popB,63,57,39,1.0,0.071,1.0
3305,popB,63,57,53,0.5,0.071,1.0
3306,popB,63,57,119,0.5,0.071,1.0
3307,popB,62,58,48,0.5,0.058,1.0
3308,popB,62,58,119,0.5,0.058,1.0
3309,popB,63,57,87,1.0,0.071,1.0
3310,popB,63,57,117,1.0,0.058,1.0
3311,popB,64,56,102,1.0,0.071,1.0
3312,popB,64,56,23,1.0,0.058,1.0
3313,popB,64,56,34,1.0,0.058,1.0
3314,popB,64,56,60,0.5,0.058,1.0
3315,popB,63,57,44,0.5,0.058,1.0
3316,popB,63,57,11,1.0,0.058,1.0
3317,popB,64,56,18,1.0,0.070,1.0
3318,popB,63,57,97,0.5,0.070,1.0
3319,popB,62,58,84,0.5,0.070,1.0
3320,popB,61,59,79,0.5,0.069,1.0
3321,popB,61,59,106,1.0,0.070,1.0
3322,popB,62,58,89,1.0,0.070,1.0
3323,popB,62,58,32,1.0,0.070,1.0
3324,popB,62,58,56,1.0,0.070,1.0
3325,popB,62,58,110,0.5,0.070,1.0
3326,popB,63,57,97,1.0,0.071,1.0
3327,popB,63,57,87,1.0,0.071,1.0
3328,popB,64,56,53,1.0,0.071,1.0
3329,popB,63,57,57,0.5,0.071,1.0
3330,popB,63,57,92,1.0,0.071,1.0
3331,popB,62,58,9,0.5,0.070,1.0
3332,popB,62,58,90,0.5,0.070,1.0
3333,popB,62,58,94,0.5,0.070,1.0
3334,popB,61,59,3,0.5,0.070,1.0
3335,popB,60,60,20,0.5,0.070,1.0
3336,popB,61,59,90,1.0,0.070,1.0
3337,popB,61,59,88,0.5,0.070,1.0
3338,popB,60,60,45,0.5,0.070,1.0
3339,popB,61,59,76,1.0,0.070,1.0
3340,popB,62,58,113,1.0,0.070,1.0
3341,popB,62,58,49,1.0,0.070,1.0
3342,popB,62,58,65,1.0,0.070,1.0
3343,popB,62,58,8,0.5,0.070,1.0
3344,popB,63,57,110,1.0,0.070,1.0
3345,popB,63,57,105,1.0,0.070,1.0
3346,popB,62,58,25,0.5,0.070,1.0
3347,popB,63,57,86,1.0,0.070,1.0
3348,popB,64,56,60,1.0,0.070,1.0
3349,popB,65,55,107,1.0,0.071,1.0
3350,popB,65,55,109,1.0,0.071,1.0
3351,popB,66,54,21,1.0,0.071,1.0
3352,popB,67,53,103,1.0,0.071,1.0
3353,popB,67,53,95,0.5,0.071,1.0
3354,popB,66,54,76,0.5,0.071,1.0
3355,popB,67,53,114,1.0,0.071,1.0
3356,popB,68,52,9,1.0,0.071,1.0
3357,popB,68,52,61,1.0,0.071,1.0
3358,popB,67,53,104,0.5,0.053,1.0
3359,popB,67,53,34,1.0,0.053,1.0
3360,popB,67,53,31,1.0,0.053,1.0
3361,popB,68,52,76,1.0,0.072,1.0
3362,popB,68,52,32,1.0,0.072,1.0
3363,popB,68,52,80,1.0,0.072,1.0
3364,popB,68,52,50,1.0,0.072,1.0
3365,popB,67,53,32,0.5,0.089,1.0
3366,popB,68,52,1,1.0,0.089,1.0
3367,popB,69,51,84,1.0,0.089,1.0
3368,popB,69,51,116,0.5,0.089,1.0
3369,popB,70,50,95,1.0,0.089,1.0
3370,popB,71,49,104,1.0,0.089,1.0
3371,popB,71,49,0,0.5,0.089,1.0
3372,popB,71,49,44,0.5,0.089,1.0
3373,popB,72,48,101,1.0,0.090,1.0
3374,popB,71,49,104,0.5,0.090,1.0
3375,popB,70,50,97,0.5,0.090,1.0
3376,popB,69,51,23,0.5,0.089,1.0
3377,popB,68,52,19,0.5,0.089,1.0
3378,popB,68,52,39,1.0,0.089,1.0
3379,popB,67,53,50,0.5,0.088,1.0
3380,popB,68,52,47,1.0,0.088,1.0
3381,popB,69,51,15,1.0,0.089,1.0
3382,popB,69,51,50,0.5,0.089,1.0
3383,popB,70,50,4,1.0,0.089,1.0
3384,popB,71,49,19,1.0,0.089,1.0
3385,popB,71,49,4,1.0,0.089,1.0
3386,popB,71,49,111,1.0,0.089,1.0
3387,popB,71,49,95,1.0,0.089,1.0
3388,popB,72,48,2,1.0,0.089,1.0
3389,popB,72,48,53,1.0,0.089,1.0
3390,popB,72,48,89,1.0,0.089,1.0
3391,popB,71,49,100,0.5,0.088,1.0
3392,popB,72,48,51,1.0,0.088,1.0
3393,popB,72,48,23,0.5,0.089,1.0
3394,popB,73,47,44,1.0,0.089,1.0
3395,popB,73,47,48,0.5,0.089,1.0
3396,popB,73,47,43,1.0,0.089,1.0
3397,popB,73,47,66,0.5,0.089,1.0
3398,popB,73,47,114,1.0,0.089,1.0
3399,popB,74,46,54,1.0,0.089,1.0
3400,popB,74,46,106,1.0,0.089,1.0
3401,popB,74,46,106,1.0,0.089,1.0
3402,popB,75,45,66,1.0,0.072,1.0
3403,popB,74,46,11,0.5,0.089,1.0
3404,popB,73,47,70,0.5,0.090,1.0
3405,popB,74,46,50,1.0,0.090,1.0
3406,popB,74,46,110,1.0,0.090,1.0
3407,popB,75,45,72,1.0,0.090,1.0
3408,popB,74,46,43,0.5,0.090,1.0
3409,popB,74,46,23,0.5,0.089,1.0
3410,popB,73,47,4,0.5,0.089,1.0
3411,popB,72,48,75,0.5,0.089,1.0
3412,popB,72,48,109,1.0,0.089,1.0
3413,popB,73,47,79,1.0,0.089,1.0
3414,popB,72,48,87,0.5,0.090,1.0
3415,popB,72,48,26,1.0,0.090,1.0
3416,popB,72,48,27,1.0,0.090,1.0
3417,popB,71,49,31,0.5,0.089,1.0
3418,popB,71,49,102,1.0,0.090,1.0
3419,popB,71,49,110,1.0,0.090,1.0
3420,popB,72,48,4,1.0,0.090,1.0
3421,popB,72,48,111,1.0,0.090,1.0
3422,popB,72,48,60,1.0,0.090,1.0
3423,popB,71,49,65,0.5,0.090,1.0
3424,popB,70,50,98,0.5,0.090,1.0
3425,popB,69,51,79,0.5,0.089,1.0
3426,popB,68,52,19,0.5,0.088,1.0
3427,popB,67,53,26,0.5,0.088,1.0
3428,popB,67,53,72,1.0,0.087,1.0
3429,popB,68,52,98,1.0,0.088,1.0
3430,popB,68,52,109,1.0,0.088,1.0
3431,popB,68,52,62,1.0,0.088,1.0
3432,popB,67,53,60,0.5,0.088,1.0
3433,popB,66,54,98,0.5,0.088,1.0
3434,popB,66,54,25,0.5,0.087,1.0
3435,popB,67,53,59,1.0,0.087,1.0
3436,popB,66,54,107,0.5,0.088,1.0
3437,popB,65,55,15,0.5,0.088,1.0
3438,popB,66,54,65,1.0,0.088,1.0
3439,popB,67,53,118,1.0,0.087,1.0
3440,popB,67,53,100,0.5,0.087,1.0
3441,popB,67,53,10,1.0,0.087,1.0
3442,popB,67,53,111,1.0,0.087,1.0
3443,popB,67,53,101,1.0,0.087,1.0
3444,popB,66,54,66,0.5,0.088,1.0
3445,popB,66,54,30,1.0,0.088,1.0
3446,popB,65,55,17,0.5,0.086,1.0
3447,popB,65,55,13,1.0,0.086,1.0
3448,popB,65,55,60,0.5,0.086,1.0
3449,popB,65,55,40,0.5,0.086,1.0
3450,popB,65,55,1,1.0,0.086,1.0
3451,popB,64,56,54,0.5,0.086,1.0
3452,popB,64,56,28,0.5,0.086,1.0
3453,popB,64,56,58,0.5,0.086,1.0
3454,popB,65,55,46,1.0,0.086,1.0
3455,popB,66,54,70,1.0,0.087,1.0
3456,popB,66,54,79,0.5,0.087,1.0
