Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Rate,Min
214,popA,58,62,0,0,1.437,25
215,popB,58,62,43,25,1.437,25
216,popB,58,62,96,25,1.437,25
217,popB,58,62,94,100,1.437,25
218,popA,58,62,0,0,1.437,25
219,popB,58,62,59,25,1.437,25
220,popA,58,62,0,0,1.437,25
221,popB,58,62,48,25,1.437,25
222,popA,58,62,0,0,1.437,25
223,popA,58,62,0,0,1.437,25
224,popA,58,62,0,0,1.437,25
225,popA,58,62,0,0,1.437,25
226,popB,58,62,85,100,1.437,25
227,popB,58,62,6,100,1.437,25
228,popB,58,62,115,100,1.437,25
229,popB,59,61,2,25,1.437,25
230,popA,59,61,0,0,1.437,25
231,popB,59,61,88,100,1.437,25
232,popB,59,61,53,100,1.437,25
233,popA,59,61,0,0,1.437,25
234,popA,59,61,0,0,1.437,25
235,popA,59,61,0,0,1.437,25
236,popA,59,61,0,0,1.437,25
237,popB,59,61,39,100,1.437,25
238,popB,59,61,80,100,1.437,25
239,popB,59,61,119,25,1.437,25
240,popB,59,61,51,25,1.437,25
241,popA,59,61,0,0,1.437,25
242,popA,59,61,0,0,1.437,25
243,popB,59,61,19,25,1.437,25
244,popB,59,61,20,25,1.437,25
245,popB,59,61,32,25,1.437,25
246,popB,59,61,38,100,1.437,25
247,popA,59,61,0,0,1.437,25
248,popA,59,61,0,0,1.437,25
249,popA,59,61,0,0,1.437,25
250,popB,60,60,6,25,1.437,25
251,popB,60,60,65,25,1.437,25
252,popB,60,60,93,100,1.437,25
253,popB,60,60,79,25,1.437,25
254,popB,60,60,17,25,1.437,25
255,popB,60,60,8,25,1.437,25
256,popB,60,60,75,100,1.437,25
257,popB,60,60,117,25,1.437,25
258,popA,60,60,0,0,1.437,25
259,popB,60,60,93,100,1.437,25
260,popB,60,60,17,25,1.437,25
261,popB,60,60,82,25,1.437,25
262,popB,60,60,14,25,1.437,25
263,popB,59,61,6,100,1.437,25
264,popB,59,61,66,25,1.437,25
265,popB,59,61,30,100,1.437,25
266,popA,59,61,0,0,1.437,25
267,popA,59,61,0,0,1.437,25
268,popB,59,61,19,25,1.437,25
269,popB,59,61,24,100,1.437,25
270,popA,59,61,0,0,1.437,25
271,popB,59,61,46,100,1.437,25
272,popB,59,61,37,25,1.437,25
273,popA,59,61,0,0,1.437,25
274,popB,59,61,116,100,1.437,25
275,popB,59,61,115,100,1.437,25
276,popA,59,61,0,0,1.437,25
277,popB,59,61,88,100,1.437,25
278,popA,59,61,0,0,1.437,25
279,popA,59,61,0,0,1.437,25
280,popB,59,61,100,25,1.437,25
281,popB,59,61,61,100,1.437,25
282,popA,59,61,0,0,1.437,25
283,popB,59,61,72,100,1.437,25
284,popA,59,61,0,0,1.437,25
285,popB,59,61,102,25,1.437,25
286,popB,59,61,49,100,1.437,25
287,popA,59,61,0,0,1.437,25
288,popA,59,61,0,0,1.437,25
289,popB,60,60,4,25,1.437,25
290,popA,60,60,0,0,1.437,25
291,popB,60,60,14,25,1.437,25
292,popA,60,60,0,0,1.437,25
293,popB,60,60,2,25,1.437,25
294,popB,60,60,82,25,1.437,25
295,popB,59,61,2,100,1.437,25
296,popB,59,61,113,25,1.437,25
297,popB,59,61,87,100,1.437,25
298,popB,58,62,48,100,1.441,25
299,popB,59,61,6,25,1.441,25
300,popA,59,61,0,0,1.441,25
301,popA,59,61,0,0,1.441,25
302,popA,59,61,0,0,1.441,25
303,popA,59,61,0,0,1.441,25
304,popA,59,61,0,0,1.441,25
305,popB,59,61,65,25,1.441,25
306,popB,59,61,81,100,1.441,25
307,popB,59,61,8,25,1.441,25
308,popB,58,62,55,100,1.442,25
309,popA,58,62,0,0,1.442,25
310,popB,58,62,105,100,1.442,25
311,popB,58,62,98,100,1.442,25
312,popA,58,62,0,0,1.442,25
313,popB,58,62,111,100,1.442,25
314,popA,58,62,0,0,1.442,25
315,popA,58,62,0,0,1.442,25
316,popB,58,62,34,100,1.442,25
317,popA,58,62,0,0,1.442,25
318,popB,58,62,87,100,1.442,25
319,popB,58,62,106,25,1.442,25
320,popB,59,61,5,25,1.442,25
321,popA,59,61,0,0,1.442,25
322,popA,59,61,0,0,1.442,25
323,popB,59,61,58,100,1.442,25
324,popB,59,61,11,100,1.442,25
325,popB,59,61,86,25,1.442,25
326,popA,59,61,0,0,1.442,25
327,popB,59,61,117,25,1.442,25
328,popA,59,61,0,0,1.442,25
329,popB,59,61,103,25,1.442,25
330,popB,59,61,19,25,1.442,25
331,popA,59,61,0,0,1.442,25
332,popA,59,61,0,0,1.442,25
333,popB,59,61,65,25,1.442,25
334,popB,59,61,42,25,1.442,25
335,popB,59,61,6,25,1.442,25
336,popB,59,61,100,25,1.442,25
337,popB,59,61,68,100,1.442,25
338,popB,59,61,117,25,1.442,25
339,popA,59,61,0,0,1.442,25
340,popB,60,60,7,25,1.443,25
341,popB,60,60,54,100,1.443,25
342,popB,60,60,9,100,1.443,25
343,popB,60,60,74,25,1.443,25
344,popA,60,60,0,0,1.443,25
345,popA,60,60,0,0,1.443,25
346,popB,60,60,68,100,1.443,25
347,popB,60,60,17,25,1.443,25
348,popA,60,60,0,0,1.443,25
349,popB,60,60,44,100,1.443,25
350,popB,60,60,32,25,1.443,25
351,popB,60,60,4,25,1.443,25
352,popB,59,61,7,100,1.442,25
353,popA,59,61,0,0,1.442,25
354,popB,59,61,22,25,1.442,25
355,popB,59,61,45,25,1.442,25
356,popA,59,61,0,0,1.442,25
357,popB,59,61,105,100,1.442,25
358,popA,59,61,0,0,1.442,25
359,popA,59,61,0,0,1.442,25
360,popB,59,61,1,100,1.442,25
361,popB,59,61,14,25,1.442,25
362,popB,59,61,51,25,1.442,25
363,popB,59,61,49,100,1.442,25
364,popA,59,61,0,0,1.442,25
365,popA,59,61,0,0,1.442,25
366,popB,59,61,91,100,1.442,25
367,popA,59,61,0,0,1.442,25
368,popA,59,61,0,0,1.442,25
369,popB,58,62,6,100,1.442,25
370,popA,58,62,0,0,1.442,25
371,popA,58,62,0,0,1.442,25
372,popB,58,62,85,100,1.442,25
373,popA,58,62,0,0,1.442,25
374,popB,59,61,98,25,1.456,25
375,popB,59,61,85,100,1.456,25
376,popA,59,61,0,0,1.456,25
377,popB,59,61,71,100,1.456,25
378,popA,59,61,0,0,1.456,25
379,popB,59,61,73,100,1.456,25
380,popA,59,61,0,0,1.456,25
381,popB,59,61,15,25,1.456,25
382,popA,59,61,0,0,1.456,25
383,popB,60,60,2,25,1.456,25
384,popB,61,59,7,25,1.453,25
385,popB,61,59,41,100,1.453,25
386,popA,61,59,0,0,1.453,25
387,popB,61,59,38,100,1.453,25
388,popB,61,59,2,25,1.453,25
389,popA,61,59,0,0,1.453,25
390,popB,61,59,101,100,1.453,25
391,popA,61,59,0,0,1.453,25
392,popB,61,59,56,25,1.453,25
393,popA,61,59,0,0,1.453,25
394,popB,61,59,105,100,1.453,25
395,popB,61,59,85,100,1.453,25
396,popA,61,59,0,0,1.453,25
397,popA,61,59,0,0,1.453,25
398,popA,61,59,0,0,1.453,25
399,popB,61,59,71,100,1.453,25
400,popA,61,59,0,0,1.453,25
401,popB,61,59,40,100,1.453,25
402,popA,61,59,0,0,1.453,25
403,popB,61,59,13,100,1.453,25
404,popA,61,59,0,0,1.453,25
405,popA,61,59,0,0,1.453,25
406,popA,61,59,0,0,1.453,25
407,popB,61,59,118,25,1.453,25
408,popB,60,60,98,100,1.443,25
409,popA,60,60,0,0,1.443,25
410,popB,60,60,83,25,1.443,25
411,popB,59,61,12,100,1.444,25
412,popB,59,61,36,25,1.444,25
413,popA,59,61,0,0,1.444,25
414,popB,59,61,91,100,1.444,25
415,popA,59,61,0,0,1.444,25
416,popB,59,61,76,25,1.444,25
417,popB,59,61,116,100,1.444,25
418,popA,59,61,0,0,1.444,25
419,popA,59,61,0,0,1.444,25
420,popB,59,61,10,25,1.444,25
421,popB,59,61,89,25,1.444,25
422,popA,59,61,0,0,1.444,25
423,popB,59,61,57,25,1.444,25
424,popB,59,61,23,100,1.444,25
425,popA,59,61,0,0,1.444,25
426,popB,59,61,5,25,1.444,25
427,popB,59,61,3,100,1.444,25
428,popA,59,61,0,0,1.444,25
429,popA,59,61,0,0,1.444,25
430,popB,59,61,64,100,1.444,25
431,popB,59,61,43,25,1.444,25
432,popB,59,61,17,25,1.444,25
433,popB,59,61,47,100,1.444,25
434,popB,59,61,27,100,1.444,25
435,popB,59,61,87,100,1.444,25
436,popB,59,61,91,100,1.444,25
437,popA,59,61,0,0,1.444,25
438,popA,59,61,0,0,1.444,25
439,popB,59,61,59,25,1.444,25
440,popA,59,61,0,0,1.444,25
441,popA,59,61,0,0,1.444,25
442,popB,59,61,119,25,1.444,25
443,popA,59,61,0,0,1.444,25
444,popA,59,61,0,0,1.444,25
445,popB,59,61,3,100,1.444,25
446,popB,59,61,30,100,1.444,25
447,popA,59,61,0,0,1.444,25
448,popA,59,61,0,0,1.444,25
449,popA,59,61,0,0,1.444,25
450,popB,59,61,69,25,1.444,25
451,popB,59,61,44,100,1.444,25
452,popB,59,61,44,100,1.444,25
453,popA,59,61,0,0,1.444,25
454,popB,59,61,1,100,1.444,25
455,popB,59,61,107,25,1.444,25
456,popA,59,61,0,0,1.444,25
457,popB,59,61,67,100,1.444,25
458,popB,59,61,27,100,1.444,25
459,popA,59,61,0,0,1.444,25
460,popB,59,61,36,25,1.444,25
461,popB,59,61,25,100,1.444,25
462,popB,59,61,16,25,1.444,25
463,popB,59,61,104,25,1.444,25
464,popB,59,61,43,25,1.444,25
465,popB,59,61,59,25,1.444,25
466,popA,59,61,0,0,1.444,25
467,popB,59,61,109,100,1.444,25
468,popB,59,61,63,25,1.444,25
469,popB,59,61,44,100,1.444,25
470,popB,59,61,71,100,1.444,25
471,popB,59,61,56,25,1.444,25
472,popB,59,61,9,100,1.444,25
473,popB,59,61,83,25,1.444,25
474,popB,59,61,67,100,1.444,25
475,popA,59,61,0,0,1.444,25
476,popA,59,61,0,0,1.444,25
477,popA,59,61,0,0,1.444,25
478,popA,59,61,0,0,1.444,25
479,popB,59,61,74,25,1.444,25
480,popB,59,61,87,100,1.444,25
481,popA,59,61,0,0,1.444,25
482,popB,59,61,55,100,1.444,25
483,popA,59,61,0,0,1.444,25
484,popB,59,61,80,100,1.444,25
485,popB,59,61,88,100,1.444,25
486,popB,59,61,1,100,1.444,25
487,popA,59,61,0,0,1.444,25
488,popB,59,61,107,25,1.444,25
489,popB,59,61,6,100,1.444,25
490,popB,59,61,74,25,1.444,25
491,popA,59,61,0,0,1.444,25
492,popB,59,61,40,100,1.444,25
493,popA,59,61,0,0,1.444,25
494,popA,59,61,0,0,1.444,25
495,popB,58,62,0,100,1.444,25
496,popB,58,62,92,100,1.444,25
497,popA,58,62,0,0,1.444,25
498,popA,58,62,0,0,1.444,25
499,popA,58,62,0,0,1.444,25
500,popB,58,62,97,100,1.444,25
0,popA,51,69,0,0,1.049,26
1,popB,52,68,10,26,1.044,26
2,popB,53,67,87,26,1.04,26
3,popB,54,66,0,26,1.04,26
4,popB,54,66,52,100,1.04,26
5,popB,53,67,95,100,1.089,26
6,popB,52,68,18,100,1.091,26
7,popB,52,68,2,100,1.091,26
8,popB,52,68,106,100,1.091,26
9,popB,51,69,38,100,1.094,26
10,popB,51,69,100,100,1.094,26
11,popA,51,69,0,0,1.094,26
12,popB,52,68,119,26,1.093,26
13,popB,52,68,8,100,1.093,26
14,popB,53,67,78,26,1.088,26
15,popB,52,68,57,100,1.093,26
16,popB,52,68,55,26,1.093,26
17,popB,52,68,74,100,1.093,26
18,popB,51,69,46,100,1.065,26
19,popB,52,68,57,26,1.04,26
20,popB,53,67,50,26,1.111,26
21,popB,53,67,15,26,1.111,26
22,popA,53,67,0,0,1.111,26
23,popB,53,67,115,26,1.111,26
24,popB,54,66,2,26,1.111,26
25,popB,53,67,83,100,1.083,26
26,popB,52,68,12,100,1.087,26
27,popB,53,67,46,26,1.084,26
28,popB,53,67,16,26,1.084,26
29,popB,53,67,29,100,1.084,26
30,popB,54,66,69,26,1.11,26
31,popB,55,65,99,26,1.089,26
32,popA,55,65,0,0,1.089,26
33,popB,55,65,67,26,1.089,26
34,popB,55,65,50,26,1.089,26
35,popB,55,65,24,100,1.089,26
36,popB,55,65,43,26,1.089,26
37,popB,55,65,35,100,1.089,26
38,popB,56,64,24,26,0.98,26
39,popB,55,65,109,100,1.106,26
40,popA,55,65,0,0,1.106,26
41,popB,56,64,64,26,1.212,26
42,popB,56,64,3,100,1.212,26
43,popA,56,64,0,0,1.212,26
44,popA,56,64,0,0,1.212,26
45,popB,57,63,12,26,1.218,26
46,popA,57,63,0,0,1.218,26
47,popB,58,62,84,26,1.216,26
48,popB,58,62,44,26,1.216,26
49,popA,58,62,0,0,1.216,26
50,popB,58,62,97,26,1.216,26
51,popB,57,63,10,100,1.213,26
52,popB,56,64,99,100,1.213,26
53,popB,56,64,102,100,1.213,26
54,popB,56,64,86,26,1.213,26
55,popB,57,63,61,26,1.213,26
56,popB,57,63,103,100,1.213,26
57,popB,57,63,87,26,1.213,26
58,popA,57,63,0,0,1.213,26
59,popB,57,63,72,26,1.213,26
60,popB,56,64,113,100,1.208,26
61,popB,55,65,14,100,1.176,26
62,popB,55,65,82,26,1.176,26
63,popB,55,65,44,26,1.176,26
64,popB,55,65,92,100,1.176,26
65,popB,54,66,96,100,1.179,26
66,popB,54,66,22,100,1.179,26
67,popA,54,66,0,0,1.179,26
68,popB,54,66,39,100,1.179,26
69,popB,54,66,12,26,1.179,26
70,popB,53,67,56,100,1.18,26
71,popB,52,68,17,100,1.193,26
72,popB,53,67,118,26,1.18,26
73,popB,53,67,74,100,1.18,26
74,popA,53,67,0,0,1.18,26
75,popB,52,68,7,100,1.182,26
76,popB,52,68,82,26,1.182,26
77,popB,51,69,88,100,1.194,26
78,popB,50,70,82,100,1.195,26
79,popB,49,71,116,100,1.2,26
80,popB,50,70,80,26,1.19,26
81,popB,50,70,54,100,1.19,26
82,popB,50,70,101,100,1.19,26
83,popB,50,70,22,100,1.19,26
84,popB,50,70,80,26,1.19,26
85,popB,49,71,23,100,1.233,26
86,popB,49,71,98,100,1.233,26
87,popB,50,70,110,26,1.228,26
88,popB,50,70,100,100,1.228,26
89,popA,50,70,0,0,1.228,26
90,popB,50,70,55,26,1.228,26
91,popB,50,70,4,26,1.228,26
92,popB,50,70,113,100,1.228,26
93,popB,50,70,80,26,1.228,26
94,popB,50,70,40,100,1.228,26
95,popA,50,70,0,0,1.228,26
96,popA,50,70,0,0,1.228,26
97,popB,49,71,43,100,1.235,26
98,popB,50,70,33,26,1.23,26
99,popB,50,70,27,26,1.23,26
100,popA,50,70,0,0,1.23,26
101,popA,50,70,0,0,1.23,26
102,popB,51,69,99,26,1.229,26
103,popB,51,69,105,100,1.229,26
104,popA,51,69,0,0,1.229,26
105,popB,50,70,51,100,1.23,26
106,popB,50,70,99,26,1.23,26
107,popB,50,70,114,100,1.23,26
108,popA,50,70,0,0,1.23,26
109,popB,49,71,107,100,1.233,26
110,popB,48,72,12,100,1.239,26
111,popB,48,72,32,26,1.239,26
112,popB,47,73,72,100,1.235,26
113,popB,48,72,107,26,1.232,26
114,popB,48,72,95,100,1.232,26
115,popB,49,71,81,26,1.248,26
116,popB,49,71,17,100,1.248,26
117,popB,49,71,3,100,1.248,26
118,popB,48,72,62,100,1.239,26
119,popB,48,72,46,26,1.239,26
120,popB,49,71,5,26,1.239,26
121,popB,49,71,76,100,1.239,26
122,popB,50,70,108,26,1.235,26
123,popA,50,70,0,0,1.235,26
124,popA,50,70,0,0,1.235,26
125,popB,50,70,18,100,1.235,26
126,popB,50,70,57,26,1.235,26
127,popB,50,70,6,26,1.235,26
128,popA,50,70,0,0,1.235,26
129,popA,50,70,0,0,1.235,26
130,popB,50,70,112,100,1.235,26
131,popB,50,70,101,100,1.235,26
132,popB,49,71,78,100,1.24,26
133,popB,50,70,13,26,1.234,26
134,popB,49,71,19,100,1.239,26
135,popA,49,71,0,0,1.239,26
136,popB,49,71,26,100,1.239,26
137,popB,48,72,73,100,1.232,26
138,popB,48,72,20,100,1.232,26
139,popB,48,72,109,100,1.232,26
140,popB,48,72,0,26,1.232,26
141,popA,48,72,0,0,1.232,26
142,popB,48,72,40,100,1.232,26
143,popB,48,72,115,26,1.232,26
144,popB,47,73,0,100,1.232,26
145,popB,48,72,45,26,1.23,26
146,popB,48,72,119,26,1.23,26
147,popB,48,72,48,100,1.23,26
148,popA,48,72,0,0,1.23,26
149,popA,48,72,0,0,1.23,26
150,popB,48,72,91,26,1.23,26
151,popB,48,72,108,26,1.23,26
152,popB,49,71,93,26,1.23,26
153,popB,50,70,106,26,1.227,26
154,popA,50,70,0,0,1.227,26
155,popB,50,70,95,100,1.227,26
156,popA,50,70,0,0,1.227,26
157,popB,51,69,78,26,1.226,26
158,popB,51,69,92,100,1.226,26
159,popB,52,68,14,26,1.247,26
160,popB,52,68,23,100,1.247,26
161,popA,52,68,0,0,1.247,26
162,popA,52,68,0,0,1.247,26
163,popA,52,68,0,0,1.247,26
164,popB,52,68,20,100,1.247,26
165,popA,52,68,0,0,1.247,26
166,popB,52,68,71,26,1.247,26
167,popB,52,68,44,26,1.247,26
168,popB,52,68,69,26,1.247,26
169,popB,53,67,48,26,1.241,26
170,popB,52,68,32,100,1.226,26
171,popB,53,67,112,26,1.226,26
172,popB,53,67,1,26,1.226,26
173,popA,53,67,0,0,1.226,26
174,popB,53,67,68,26,1.226,26
175,popB,53,67,52,100,1.226,26
176,popB,53,67,80,26,1.226,26
177,popA,53,67,0,0,1.226,26
178,popB,53,67,22,100,1.226,26
179,popB,52,68,5,100,1.226,26
180,popB,52,68,92,100,1.226,26
181,popB,52,68,114,100,1.226,26
182,popB,52,68,23,100,1.226,26
183,popA,52,68,0,0,1.226,26
184,popB,52,68,69,26,1.226,26
185,popB,52,68,35,100,1.226,26
186,popB,52,68,40,100,1.226,26
187,popB,52,68,77,100,1.226,26
188,popA,52,68,0,0,1.226,26
189,popB,52,68,26,100,1.226,26
190,popA,52,68,0,0,1.226,26
191,popB,53,67,9,26,1.235,26
192,popA,53,67,0,0,1.235,26
193,popA,53,67,0,0,1.235,26
194,popA,53,67,0,0,1.235,26
195,popB,53,67,28,100,1.235,26
196,popB,53,67,53,26,1.235,26
197,popB,53,67,52,100,1.235,26
198,popB,53,67,25,26,1.235,26
199,popB,53,67,88,100,1.235,26
200,popB,54,66,3,26,1.235,26
201,popB,54,66,85,100,1.235,26
202,popB,54,66,0,100,1.235,26
203,popB,53,67,99,100,1.236,26
204,popB,54,66,32,26,1.231,26
205,popB,54,66,68,26,1.231,26
206,popA,54,66,0,0,1.231,26
207,popB,53,67,13,100,1.233,26
208,popB,54,66,98,26,1.284,26
209,popA,54,66,0,0,1.284,26
210,popB,54,66,87,26,1.284,26
211,popB,54,66,105,100,1.284,26
212,popB,54,66,118,26,1.284,26
213,popB,54,66,80,26,1.284,26
214,popB,53,67,2,100,1.284,26
215,popB,53,67,87,26,1.284,26
216,popB,53,67,79,100,1.284,26
217,popB,53,67,17,100,1.284,26
218,popB,54,66,13,26,1.267,26
219,popB,54,66,119,26,1.267,26
220,popB,54,66,7,100,1.267,26
221,popB,55,65,83,26,1.277,26
222,popB,55,65,47,100,1.277,26
223,popB,55,65,80,26,1.277,26
224,popB,56,64,79,26,1.275,26
225,popB,57,63,21,26,1.285,26
226,popB,57,63,45,26,1.285,26
227,popB,57,63,35,100,1.285,26
228,popB,57,63,85,100,1.285,26
229,popA,57,63,0,0,1.285,26
230,popB,56,64,90,100,1.27,26
231,popB,55,65,55,100,1.272,26
232,popA,55,65,0,0,1.272,26
233,popB,55,65,92,100,1.272,26
234,popB,56,64,43,26,1.269,26
235,popB,57,63,101,26,1.273,26
236,popB,57,63,4,26,1.273,26
237,popB,57,63,103,100,1.273,26
238,popB,56,64,27,100,1.268,26
239,popB,56,64,44,26,1.268,26
240,popB,56,64,115,26,1.268,26
241,popB,56,64,106,26,1.268,26
242,popB,55,65,34,100,1.269,26
243,popA,55,65,0,0,1.269,26
244,popB,55,65,4,26,1.269,26
245,popB,55,65,80,26,1.269,26
246,popB,56,64,2,26,1.269,26
247,popB,57,63,51,26,1.268,26
248,popB,57,63,80,26,1.268,26
249,popB,56,64,107,100,1.262,26
250,popB,57,63,116,26,1.227,26
251,popB,57,63,79,26,1.227,26
252,popB,57,63,93,26,1.227,26
253,popA,57,63,0,0,1.227,26
254,popB,57,63,8,100,1.227,26
255,popA,57,63,0,0,1.227,26
256,popA,57,63,0,0,1.227,26
257,popB,57,63,33,26,1.227,26
258,popB,57,63,88,100,1.227,26
259,popA,57,63,0,0,1.227,26
260,popB,57,63,44,26,1.227,26
261,popB,56,64,67,100,1.228,26
262,popB,57,63,26,26,1.26,26
263,popB,58,62,77,26,1.168,26
264,popB,58,62,28,100,1.168,26
265,popB,58,62,50,26,1.168,26
266,popB,58,62,3,26,1.168,26
267,popB,58,62,84,26,1.168,26
268,popB,58,62,49,100,1.168,26
269,popB,59,61,72,26,1.174,26
270,popB,58,62,94,100,1.177,26
271,popB,58,62,103,100,1.177,26
272,popB,57,63,37,100,1.171,26
273,popB,58,62,35,26,1.174,26
274,popB,59,61,105,26,1.172,26
275,popB,58,62,45,100,1.169,26
276,popA,58,62,0,0,1.169,26
277,popA,58,62,0,0,1.169,26
278,popB,58,62,17,100,1.169,26
279,popB,57,63,87,100,1.17,26
280,popB,58,62,60,26,1.117,26
281,popB,58,62,11,100,1.117,26
282,popB,58,62,42,100,1.117,26
283,popB,57,63,31,100,1.115,26
284,popB,57,63,20,100,1.115,26
285,popB,58,62,0,26,1.115,26
286,popB,58,62,22,100,1.115,26
287,popB,58,62,89,100,1.115,26
288,popB,59,61,20,26,1.109,26
289,popB,59,61,61,26,1.109,26
290,popB,59,61,45,100,1.109,26
291,popA,59,61,0,0,1.109,26
292,popB,58,62,112,100,1.06,26
293,popB,58,62,11,100,1.06,26
294,popB,58,62,4,26,1.06,26
295,popB,57,63,86,100,1.017,26
296,popB,56,64,110,100,1.103,26
297,popB,55,65,6,100,1.103,26
298,popB,55,65,12,100,1.103,26
299,popB,55,65,40,100,1.103,26
300,popB,55,65,117,100,1.103,26
301,popB,55,65,89,100,1.103,26
302,popB,55,65,88,100,1.103,26
303,popB,55,65,45,100,1.103,26
304,popB,55,65,90,100,1.103,26
305,popB,56,64,10,26,1.095,26
306,popB,57,63,7,26,1.11,26
307,popB,57,63,7,26,1.11,26
308,popB,57,63,3,26,1.11,26
309,popB,58,62,74,26,1.071,26
310,popB,59,61,34,26,1.047,26
311,popB,59,61,39,100,1.047,26
312,popB,59,61,46,26,1.047,26
313,popB,60,60,27,26,1.06,26
314,popB,59,61,60,100,1.217,26
315,popB,59,61,104,100,1.217,26
316,popA,59,61,0,0,1.217,26
317,popB,58,62,2,100,1.217,26
318,popA,58,62,0,0,1.217,26
319,popB,58,62,26,26,1.217,26
320,popA,58,62,0,0,1.217,26
321,popB,58,62,83,26,1.217,26
322,popA,58,62,0,0,1.217,26
323,popA,58,62,0,0,1.217,26
324,popA,58,62,0,0,1.217,26
325,popB,58,62,117,100,1.217,26
326,popB,58,62,60,100,1.217,26
327,popA,58,62,0,0,1.217,26
328,popB,58,62,4,26,1.217,26
329,popB,58,62,117,100,1.217,26
330,popB,59,61,87,26,1.171,26
331,popB,60,60,96,26,1.175,26
332,popB,60,60,40,100,1.175,26
333,popB,60,60,108,26,1.175,26
334,popB,60,60,45,100,1.175,26
335,popB,60,60,88,100,1.175,26
336,popB,61,59,12,26,1.17,26
337,popB,61,59,39,100,1.17,26
338,popA,61,59,0,0,1.17,26
339,popB,61,59,43,26,1.17,26
340,popB,61,59,87,26,1.17,26
341,popA,61,59,0,0,1.17,26
342,popA,61,59,0,0,1.17,26
343,popB,61,59,33,26,1.17,26
344,popB,61,59,29,100,1.17,26
345,popB,62,58,30,26,1.066,26
346,popB,62,58,115,26,1.066,26
347,popB,62,58,40,100,1.066,26
348,popB,63,57,39,26,1.105,26
349,popB,62,58,9,100,1.119,26
350,popB,62,58,26,26,1.119,26
351,popB,61,59,20,100,1.14,26
352,popB,61,59,0,26,1.14,26
353,popB,61,59,11,100,1.14,26
354,popB,61,59,27,26,1.14,26
355,popB,60,60,84,100,1.168,26
356,popB,60,60,119,26,1.168,26
357,popB,61,59,38,26,1.069,26
358,popB,61,59,74,26,1.069,26
359,popB,60,60,0,100,1.069,26
360,popB,59,61,71,100,1.076,26
361,popB,59,61,111,100,1.076,26
362,popB,60,60,88,26,1.096,26
363,popB,59,61,59,100,1.141,26
364,popB,59,61,46,26,1.141,26
365,popB,59,61,74,26,1.141,26
366,popB,59,61,107,100,1.141,26
367,popB,59,61,18,100,1.141,26
368,popB,58,62,119,100,1.146,26
369,popB,58,62,108,26,1.146,26
370,popB,59,61,70,26,1.143,26
371,popB,59,61,43,26,1.143,26
372,popB,59,61,80,26,1.143,26
373,popB,59,61,13,26,1.143,26
374,popB,59,61,118,26,1.143,26
375,popB,59,61,86,100,1.143,26
376,popB,59,61,87,26,1.143,26
377,popB,59,61,85,100,1.143,26
378,popA,59,61,0,0,1.143,26
379,popB,59,61,43,26,1.143,26
380,popA,59,61,0,0,1.143,26
381,popB,58,62,78,100,1.08,26
382,popB,59,61,17,26,1.138,26
383,popB,59,61,22,100,1.138,26
384,popB,58,62,15,100,1.136,26
385,popB,58,62,44,26,1.136,26
386,popB,59,61,89,26,1.134,26
387,popB,59,61,10,26,1.134,26
388,popA,59,61,0,0,1.134,26
389,popB,60,60,2,26,1.134,26
390,popB,60,60,103,100,1.134,26
391,popA,60,60,0,0,1.134,26
392,popB,61,59,99,26,1.135,26
393,popB,60,60,16,100,1.077,26
394,popB,60,60,100,100,1.077,26
395,popB,60,60,33,26,1.077,26
396,popB,60,60,115,26,1.077,26
397,popB,59,61,61,100,1.112,26
398,popB,59,61,106,26,1.112,26
399,popB,58,62,91,100,1.084,26
400,popB,59,61,8,26,1.101,26
401,popB,58,62,7,100,1.104,26
402,popB,58,62,111,100,1.104,26
403,popA,58,62,0,0,1.104,26
404,popB,58,62,46,26,1.104,26
405,popB,59,61,52,26,1.053,26
406,popB,59,61,14,26,1.053,26
407,popB,59,61,11,100,1.053,26
408,popB,60,60,61,26,1.052,26
409,popB,61,59,112,26,1.051,26
410,popB,61,59,73,100,1.051,26
411,popB,61,59,77,26,1.051,26
412,popB,62,58,40,26,1.051,26
413,popB,63,57,117,26,1.045,26
414,popA,63,57,0,0,1.045,26
415,popB,62,58,14,100,1.051,26
416,popB,63,57,110,26,0.999,26
417,popB,63,57,65,100,0.999,26
418,popB,62,58,38,100,1.102,26
419,popB,62,58,11,100,1.102,26
420,popA,62,58,0,0,1.102,26
421,popB,62,58,81,26,1.102,26
422,popB,62,58,42,100,1.102,26
423,popB,63,57,107,26,1.189,26
424,popB,62,58,2,100,1.189,26
425,popB,62,58,5,100,1.189,26
426,popB,62,58,95,100,1.189,26
427,popB,61,59,4,100,1.189,26
428,popA,61,59,0,0,1.189,26
429,popA,61,59,0,0,1.189,26
430,popB,62,58,63,26,1.169,26
431,popB,62,58,33,26,1.169,26
432,popB,62,58,36,26,1.169,26
433,popB,62,58,20,100,1.169,26
434,popB,62,58,85,100,1.169,26
435,popB,62,58,25,26,1.169,26
436,popB,62,58,14,100,1.169,26
437,popB,61,59,10,100,1.157,26
438,popB,61,59,35,26,1.157,26
439,popB,61,59,69,26,1.157,26
440,popB,60,60,69,100,1.129,26
441,popB,60,60,78,100,1.129,26
442,popA,60,60,0,0,1.129,26
443,popB,60,60,72,26,1.129,26
444,popB,60,60,21,26,1.129,26
445,popB,60,60,115,26,1.129,26
446,popB,60,60,33,26,1.129,26
